Lebendgeburten in Wien gemeldeter Personen  nach Geschlecht und Wiener Zählbezirk;;;;;;
Life birth of residents in Vienna  by sex and Vienna subdistrict ;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;LIVEBIRTH;REF_YEAR
AT1;AT13;AT130;92201;2226;1;18;2012
AT1;AT13;AT130;92201;2227;1;25;2012
AT1;AT13;AT130;92201;2228;1;18;2012
AT1;AT13;AT130;92201;2229;1;10;2012
AT1;AT13;AT130;92201;2231;1;0;2012
AT1;AT13;AT130;92201;2232;1;17;2012
AT1;AT13;AT130;92201;2299;1;99;2012
AT1;AT13;AT130;92301;2301;1;15;2012
AT1;AT13;AT130;92301;2302;1;15;2012
AT1;AT13;AT130;92301;2303;1;10;2012
AT1;AT13;AT130;92301;2304;1;41;2012
AT1;AT13;AT130;92301;2305;1;37;2012
AT1;AT13;AT130;92301;2306;1;1;2012
AT1;AT13;AT130;92301;2307;1;42;2012
AT1;AT13;AT130;92301;2308;1;20;2012
AT1;AT13;AT130;92301;2309;1;23;2012
AT1;AT13;AT130;92301;2310;1;23;2012
AT1;AT13;AT130;92301;2311;1;36;2012
AT1;AT13;AT130;92301;2312;1;22;2012
AT1;AT13;AT130;92301;2313;1;9;2012
AT1;AT13;AT130;92301;2314;1;24;2012
AT1;AT13;AT130;92301;2315;1;9;2012
AT1;AT13;AT130;92301;2316;1;10;2012
AT1;AT13;AT130;92301;2317;1;1;2012
AT1;AT13;AT130;92301;2318;1;18;2012
AT1;AT13;AT130;92301;2319;1;33;2012
AT1;AT13;AT130;92301;2399;1;48;2012
AT1;AT13;AT130;90101;101;2;9;2013
AT1;AT13;AT130;90101;102;2;10;2013
AT1;AT13;AT130;90101;103;2;4;2013
AT1;AT13;AT130;90101;104;2;4;2013
AT1;AT13;AT130;90101;105;2;6;2013
AT1;AT13;AT130;90101;106;2;9;2013
AT1;AT13;AT130;90101;107;2;10;2013
AT1;AT13;AT130;90101;199;2;9;2013
AT1;AT13;AT130;90201;201;2;74;2013
AT1;AT13;AT130;90201;202;2;71;2013
AT1;AT13;AT130;90201;203;2;63;2013
AT1;AT13;AT130;90201;204;2;79;2013
AT1;AT13;AT130;90201;205;2;46;2013
AT1;AT13;AT130;90201;206;2;24;2013
AT1;AT13;AT130;90201;207;2;69;2013
AT1;AT13;AT130;90201;208;2;17;2013
AT1;AT13;AT130;90201;209;2;89;2013
AT1;AT13;AT130;90201;299;2;40;2013
AT1;AT13;AT130;90301;301;2;36;2013
AT1;AT13;AT130;90301;302;2;38;2013
AT1;AT13;AT130;90301;303;2;20;2013
AT1;AT13;AT130;90301;304;2;55;2013
AT1;AT13;AT130;90301;305;2;29;2013
AT1;AT13;AT130;90301;306;2;64;2013
AT1;AT13;AT130;90301;307;2;21;2013
AT1;AT13;AT130;90301;308;2;2;2013
AT1;AT13;AT130;90301;309;2;44;2013
AT1;AT13;AT130;90301;310;2;36;2013
AT1;AT13;AT130;90301;311;2;24;2013
AT1;AT13;AT130;90301;399;2;20;2013
AT1;AT13;AT130;90401;401;2;13;2013
AT1;AT13;AT130;90401;402;2;46;2013
AT1;AT13;AT130;90401;403;2;47;2013
AT1;AT13;AT130;90401;404;2;26;2013
AT1;AT13;AT130;90401;499;2;6;2013
AT1;AT13;AT130;90501;501;2;53;2013
AT1;AT13;AT130;90501;502;2;111;2013
AT1;AT13;AT130;90501;503;2;87;2013
AT1;AT13;AT130;90501;504;2;28;2013
AT1;AT13;AT130;90501;599;2;21;2013
AT1;AT13;AT130;90601;601;2;33;2013
AT1;AT13;AT130;90601;602;2;45;2013
AT1;AT13;AT130;90601;603;2;51;2013
AT1;AT13;AT130;90601;699;2;14;2013
AT1;AT13;AT130;90701;701;2;28;2013
AT1;AT13;AT130;90701;702;2;9;2013
AT1;AT13;AT130;90701;703;2;14;2013
AT1;AT13;AT130;90701;704;2;33;2013
AT1;AT13;AT130;90701;705;2;32;2013
AT1;AT13;AT130;90701;799;2;17;2013
AT1;AT13;AT130;90801;801;2;19;2013
AT1;AT13;AT130;90801;802;2;46;2013
AT1;AT13;AT130;90801;803;2;33;2013
AT1;AT13;AT130;90801;899;2;7;2013
AT1;AT13;AT130;90901;901;2;46;2013
AT1;AT13;AT130;90901;902;2;55;2013
AT1;AT13;AT130;90901;903;2;18;2013
AT1;AT13;AT130;90901;904;2;35;2013
AT1;AT13;AT130;90901;905;2;27;2013
AT1;AT13;AT130;90901;906;2;12;2013
AT1;AT13;AT130;90901;999;2;17;2013
AT1;AT13;AT130;91001;1001;2;6;2013
AT1;AT13;AT130;91001;1002;2;130;2013
AT1;AT13;AT130;91001;1003;2;33;2013
AT1;AT13;AT130;91001;1004;2;41;2013
AT1;AT13;AT130;91001;1005;2;102;2013
AT1;AT13;AT130;91001;1006;2;84;2013
AT1;AT13;AT130;91001;1007;2;68;2013
AT1;AT13;AT130;91001;1008;2;57;2013
AT1;AT13;AT130;91001;1009;2;23;2013
AT1;AT13;AT130;91001;1010;2;97;2013
AT1;AT13;AT130;91001;1011;2;32;2013
AT1;AT13;AT130;91001;1012;2;9;2013
AT1;AT13;AT130;91001;1013;2;22;2013
AT1;AT13;AT130;91001;1014;2;8;2013
AT1;AT13;AT130;91001;1015;2;38;2013
AT1;AT13;AT130;91001;1016;2;18;2013
AT1;AT13;AT130;91001;1017;2;2;2013
AT1;AT13;AT130;91001;1018;2;27;2013
AT1;AT13;AT130;91001;1019;2;7;2013
AT1;AT13;AT130;91001;1020;2;26;2013
AT1;AT13;AT130;91001;1021;2;25;2013
AT1;AT13;AT130;91001;1022;2;43;2013
AT1;AT13;AT130;91001;1023;2;64;2013
AT1;AT13;AT130;91001;1099;2;35;2013
AT1;AT13;AT130;91101;1101;2;15;2013
AT1;AT13;AT130;91101;1102;2;83;2013
AT1;AT13;AT130;91101;1103;2;89;2013
AT1;AT13;AT130;91101;1104;2;28;2013
AT1;AT13;AT130;91101;1105;2;56;2013
AT1;AT13;AT130;91101;1106;2;3;2013
AT1;AT13;AT130;91101;1107;2;17;2013
AT1;AT13;AT130;91101;1108;2;0;2013
AT1;AT13;AT130;91101;1109;2;15;2013
AT1;AT13;AT130;91101;1110;2;146;2013
AT1;AT13;AT130;91101;1111;2;34;2013
AT1;AT13;AT130;91101;1112;2;1;2013
AT1;AT13;AT130;91101;1113;2;16;2013
AT1;AT13;AT130;91101;1199;2;23;2013
AT1;AT13;AT130;91201;1201;2;21;2013
AT1;AT13;AT130;91201;1202;2;88;2013
AT1;AT13;AT130;91201;1203;2;28;2013
AT1;AT13;AT130;91201;1204;2;70;2013
AT1;AT13;AT130;91201;1205;2;43;2013
AT1;AT13;AT130;91201;1206;2;46;2013
AT1;AT13;AT130;91201;1207;2;27;2013
AT1;AT13;AT130;91201;1208;2;23;2013
AT1;AT13;AT130;91201;1209;2;36;2013
AT1;AT13;AT130;91201;1210;2;40;2013
AT1;AT13;AT130;91201;1211;2;41;2013
AT1;AT13;AT130;91201;1299;2;19;2013
AT1;AT13;AT130;91301;1301;2;0;2013
AT1;AT13;AT130;91301;1302;2;21;2013
AT1;AT13;AT130;91301;1303;2;39;2013
AT1;AT13;AT130;91301;1304;2;36;2013
AT1;AT13;AT130;91301;1305;2;13;2013
AT1;AT13;AT130;91301;1306;2;12;2013
AT1;AT13;AT130;91301;1307;2;15;2013
AT1;AT13;AT130;91301;1308;2;32;2013
AT1;AT13;AT130;91301;1309;2;9;2013
AT1;AT13;AT130;91301;1310;2;0;2013
AT1;AT13;AT130;91301;1311;2;17;2013
AT1;AT13;AT130;91301;1399;2;15;2013
AT1;AT13;AT130;91401;1401;2;35;2013
AT1;AT13;AT130;91401;1402;2;60;2013
AT1;AT13;AT130;91401;1403;2;49;2013
AT1;AT13;AT130;91401;1404;2;115;2013
AT1;AT13;AT130;91401;1405;2;19;2013
AT1;AT13;AT130;91401;1406;2;42;2013
AT1;AT13;AT130;91401;1407;2;12;2013
AT1;AT13;AT130;91401;1408;2;27;2013
AT1;AT13;AT130;91401;1410;2;30;2013
AT1;AT13;AT130;91401;1411;2;27;2013
AT1;AT13;AT130;91401;1412;2;29;2013
AT1;AT13;AT130;91401;1499;2;21;2013
AT1;AT13;AT130;91501;1501;2;37;2013
AT1;AT13;AT130;91501;1502;2;67;2013
AT1;AT13;AT130;91501;1503;2;73;2013
AT1;AT13;AT130;91501;1504;2;49;2013
AT1;AT13;AT130;91501;1505;2;53;2013
AT1;AT13;AT130;91501;1506;2;88;2013
AT1;AT13;AT130;91501;1507;2;53;2013
AT1;AT13;AT130;91501;1599;2;11;2013
AT1;AT13;AT130;91601;1601;2;91;2013
AT1;AT13;AT130;91601;1602;2;58;2013
AT1;AT13;AT130;91601;1603;2;61;2013
AT1;AT13;AT130;91601;1604;2;45;2013
AT1;AT13;AT130;91601;1605;2;73;2013
AT1;AT13;AT130;91601;1606;2;46;2013
AT1;AT13;AT130;91601;1607;2;48;2013
AT1;AT13;AT130;91601;1608;2;7;2013
AT1;AT13;AT130;91601;1609;2;25;2013
AT1;AT13;AT130;91601;1610;2;68;2013
AT1;AT13;AT130;91601;1699;2;38;2013
AT1;AT13;AT130;91701;1701;2;62;2013
AT1;AT13;AT130;91701;1702;2;71;2013
AT1;AT13;AT130;91701;1703;2;105;2013
AT1;AT13;AT130;91701;1704;2;12;2013
AT1;AT13;AT130;91701;1705;2;26;2013
AT1;AT13;AT130;91701;1706;2;11;2013
AT1;AT13;AT130;91701;1799;2;5;2013
AT1;AT13;AT130;91801;1801;2;11;2013
AT1;AT13;AT130;91801;1802;2;72;2013
AT1;AT13;AT130;91801;1803;2;66;2013
AT1;AT13;AT130;91801;1804;2;43;2013
AT1;AT13;AT130;91801;1805;2;38;2013
AT1;AT13;AT130;91801;1899;2;17;2013
AT1;AT13;AT130;91901;1901;2;28;2013
AT1;AT13;AT130;91901;1902;2;34;2013
AT1;AT13;AT130;91901;1903;2;1;2013
AT1;AT13;AT130;91901;1904;2;43;2013
AT1;AT13;AT130;91901;1905;2;21;2013
AT1;AT13;AT130;91901;1906;2;18;2013
AT1;AT13;AT130;91901;1907;2;12;2013
AT1;AT13;AT130;91901;1908;2;54;2013
AT1;AT13;AT130;91901;1909;2;23;2013
AT1;AT13;AT130;91901;1910;2;35;2013
AT1;AT13;AT130;91901;1999;2;25;2013
AT1;AT13;AT130;92001;2001;2;45;2013
AT1;AT13;AT130;92001;2002;2;100;2013
AT1;AT13;AT130;92001;2003;2;69;2013
AT1;AT13;AT130;92001;2004;2;27;2013
AT1;AT13;AT130;92001;2005;2;58;2013
AT1;AT13;AT130;92001;2006;2;34;2013
AT1;AT13;AT130;92001;2007;2;69;2013
AT1;AT13;AT130;92001;2008;2;27;2013
AT1;AT13;AT130;92001;2099;2;29;2013
AT1;AT13;AT130;92101;2101;2;3;2013
AT1;AT13;AT130;92101;2102;2;23;2013
AT1;AT13;AT130;92101;2103;2;12;2013
AT1;AT13;AT130;92101;2104;2;10;2013
AT1;AT13;AT130;92101;2105;2;57;2013
AT1;AT13;AT130;92101;2106;2;4;2013
AT1;AT13;AT130;92101;2107;2;8;2013
AT1;AT13;AT130;92101;2108;2;11;2013
AT1;AT13;AT130;92101;2109;2;21;2013
AT1;AT13;AT130;92101;2110;2;27;2013
AT1;AT13;AT130;92101;2111;2;21;2013
AT1;AT13;AT130;92101;2112;2;48;2013
AT1;AT13;AT130;92101;2113;2;16;2013
AT1;AT13;AT130;92101;2114;2;19;2013
AT1;AT13;AT130;92101;2115;2;29;2013
AT1;AT13;AT130;92101;2116;2;4;2013
AT1;AT13;AT130;92101;2117;2;28;2013
AT1;AT13;AT130;92101;2118;2;39;2013
AT1;AT13;AT130;92101;2119;2;8;2013
AT1;AT13;AT130;92101;2120;2;14;2013
AT1;AT13;AT130;92101;2121;2;37;2013
AT1;AT13;AT130;92101;2122;2;37;2013
AT1;AT13;AT130;92101;2123;2;35;2013
AT1;AT13;AT130;92101;2124;2;19;2013
AT1;AT13;AT130;92101;2125;2;17;2013
AT1;AT13;AT130;92101;2126;2;32;2013
AT1;AT13;AT130;92101;2127;2;3;2013
AT1;AT13;AT130;92101;2128;2;1;2013
AT1;AT13;AT130;92101;2130;2;2;2013
AT1;AT13;AT130;92101;2199;2;80;2013
AT1;AT13;AT130;92201;2201;2;6;2013
AT1;AT13;AT130;92201;2202;2;29;2013
AT1;AT13;AT130;92201;2203;2;2;2013
AT1;AT13;AT130;92201;2204;2;11;2013
AT1;AT13;AT130;92201;2205;2;14;2013
AT1;AT13;AT130;92201;2206;2;41;2013
AT1;AT13;AT130;92201;2207;2;18;2013
AT1;AT13;AT130;92201;2208;2;76;2013
AT1;AT13;AT130;92201;2209;2;58;2013
AT1;AT13;AT130;92201;2210;2;44;2013
AT1;AT13;AT130;92201;2211;2;27;2013
AT1;AT13;AT130;92201;2212;2;8;2013
AT1;AT13;AT130;92201;2213;2;25;2013
AT1;AT13;AT130;92201;2214;2;23;2013
AT1;AT13;AT130;92201;2215;2;27;2013
AT1;AT13;AT130;92201;2216;2;0;2013
AT1;AT13;AT130;92201;2217;2;4;2013
AT1;AT13;AT130;92201;2218;2;19;2013
AT1;AT13;AT130;92201;2219;2;28;2013
AT1;AT13;AT130;92201;2220;2;12;2013
AT1;AT13;AT130;92201;2221;2;17;2013
AT1;AT13;AT130;92201;2222;2;18;2013
AT1;AT13;AT130;92201;2223;2;21;2013
AT1;AT13;AT130;92201;2224;2;26;2013
AT1;AT13;AT130;92201;2225;2;4;2013
AT1;AT13;AT130;92201;2226;2;12;2013
AT1;AT13;AT130;92201;2227;2;25;2013
AT1;AT13;AT130;92201;2228;2;22;2013
AT1;AT13;AT130;92201;2229;2;9;2013
AT1;AT13;AT130;92201;2231;2;8;2013
AT1;AT13;AT130;92201;2232;2;19;2013
AT1;AT13;AT130;92201;2299;2;86;2013
AT1;AT13;AT130;92301;2301;2;10;2013
AT1;AT13;AT130;92301;2302;2;23;2013
AT1;AT13;AT130;92301;2303;2;5;2013
AT1;AT13;AT130;92301;2304;2;39;2013
AT1;AT13;AT130;92301;2305;2;42;2013
AT1;AT13;AT130;92301;2306;2;1;2013
AT1;AT13;AT130;92301;2307;2;36;2013
AT1;AT13;AT130;92301;2308;2;16;2013
AT1;AT13;AT130;92301;2309;2;24;2013
AT1;AT13;AT130;92301;2310;2;29;2013
AT1;AT13;AT130;92301;2311;2;33;2013
AT1;AT13;AT130;92301;2312;2;14;2013
AT1;AT13;AT130;92301;2313;2;10;2013
AT1;AT13;AT130;92301;2314;2;19;2013
AT1;AT13;AT130;92301;2315;2;6;2013
AT1;AT13;AT130;92301;2316;2;7;2013
AT1;AT13;AT130;92301;2317;2;1;2013
AT1;AT13;AT130;92301;2318;2;8;2013
AT1;AT13;AT130;92301;2319;2;37;2013
AT1;AT13;AT130;92301;2399;2;49;2013
AT1;AT13;AT130;90101;101;1;17;2013
AT1;AT13;AT130;90101;102;1;5;2013
AT1;AT13;AT130;90101;103;1;14;2013
AT1;AT13;AT130;90101;104;1;2;2013
AT1;AT13;AT130;90101;105;1;12;2013
AT1;AT13;AT130;90101;106;1;8;2013
AT1;AT13;AT130;90101;107;1;12;2013
AT1;AT13;AT130;90101;199;1;20;2013
AT1;AT13;AT130;90201;201;1;95;2013
AT1;AT13;AT130;90201;202;1;72;2013
AT1;AT13;AT130;90201;203;1;64;2013
AT1;AT13;AT130;90201;204;1;79;2013
AT1;AT13;AT130;90201;205;1;42;2013
AT1;AT13;AT130;90201;206;1;36;2013
AT1;AT13;AT130;90201;207;1;70;2013
AT1;AT13;AT130;90201;208;1;13;2013
AT1;AT13;AT130;90201;209;1;84;2013
AT1;AT13;AT130;90201;299;1;48;2013
AT1;AT13;AT130;90301;301;1;54;2013
AT1;AT13;AT130;90301;302;1;36;2013
AT1;AT13;AT130;90301;303;1;32;2013
AT1;AT13;AT130;90301;304;1;67;2013
AT1;AT13;AT130;90301;305;1;47;2013
AT1;AT13;AT130;90301;306;1;64;2013
AT1;AT13;AT130;90301;307;1;40;2013
AT1;AT13;AT130;90301;308;1;5;2013
AT1;AT13;AT130;90301;309;1;37;2013
AT1;AT13;AT130;90301;310;1;46;2013
AT1;AT13;AT130;90301;311;1;26;2013
AT1;AT13;AT130;90301;399;1;36;2013
AT1;AT13;AT130;90401;401;1;9;2013
AT1;AT13;AT130;90401;402;1;56;2013
AT1;AT13;AT130;90401;403;1;61;2013
AT1;AT13;AT130;90401;404;1;32;2013
AT1;AT13;AT130;90401;499;1;13;2013
AT1;AT13;AT130;90501;501;1;58;2013
AT1;AT13;AT130;90501;502;1;107;2013
AT1;AT13;AT130;90501;503;1;94;2013
AT1;AT13;AT130;90501;504;1;29;2013
AT1;AT13;AT130;90501;599;1;17;2013
AT1;AT13;AT130;90601;601;1;33;2013
AT1;AT13;AT130;90601;602;1;49;2013
AT1;AT13;AT130;90601;603;1;62;2013
AT1;AT13;AT130;90601;699;1;11;2013
AT1;AT13;AT130;90701;701;1;27;2013
AT1;AT13;AT130;90701;702;1;14;2013
AT1;AT13;AT130;90701;703;1;26;2013
AT1;AT13;AT130;90701;704;1;41;2013
AT1;AT13;AT130;90701;705;1;43;2013
AT1;AT13;AT130;90701;799;1;12;2013
AT1;AT13;AT130;90801;801;1;24;2013
AT1;AT13;AT130;90801;802;1;47;2013
AT1;AT13;AT130;90801;803;1;33;2013
AT1;AT13;AT130;90801;899;1;7;2013
AT1;AT13;AT130;90901;901;1;29;2013
AT1;AT13;AT130;90901;902;1;41;2013
AT1;AT13;AT130;90901;903;1;21;2013
AT1;AT13;AT130;90901;904;1;48;2013
AT1;AT13;AT130;90901;905;1;29;2013
AT1;AT13;AT130;90901;906;1;9;2013
AT1;AT13;AT130;90901;999;1;13;2013
AT1;AT13;AT130;91001;1001;1;13;2013
AT1;AT13;AT130;91001;1002;1;156;2013
AT1;AT13;AT130;91001;1003;1;51;2013
AT1;AT13;AT130;91001;1004;1;56;2013
AT1;AT13;AT130;91001;1005;1;93;2013
AT1;AT13;AT130;91001;1006;1;96;2013
AT1;AT13;AT130;91001;1007;1;75;2013
AT1;AT13;AT130;91001;1008;1;79;2013
AT1;AT13;AT130;91001;1009;1;38;2013
AT1;AT13;AT130;91001;1010;1;100;2013
AT1;AT13;AT130;91001;1011;1;38;2013
AT1;AT13;AT130;91001;1012;1;22;2013
AT1;AT13;AT130;91001;1013;1;10;2013
AT1;AT13;AT130;91001;1014;1;25;2013
AT1;AT13;AT130;91001;1015;1;31;2013
AT1;AT13;AT130;91001;1016;1;21;2013
AT1;AT13;AT130;91001;1017;1;1;2013
AT1;AT13;AT130;91001;1018;1;26;2013
AT1;AT13;AT130;91001;1019;1;8;2013
AT1;AT13;AT130;91001;1020;1;27;2013
AT1;AT13;AT130;91001;1021;1;34;2013
AT1;AT13;AT130;91001;1022;1;52;2013
AT1;AT13;AT130;91001;1023;1;54;2013
AT1;AT13;AT130;91001;1099;1;48;2013
AT1;AT13;AT130;91101;1101;1;12;2013
AT1;AT13;AT130;91101;1102;1;71;2013
AT1;AT13;AT130;91101;1103;1;93;2013
AT1;AT13;AT130;91101;1104;1;23;2013
AT1;AT13;AT130;91101;1105;1;64;2013
AT1;AT13;AT130;91101;1106;1;0;2013
AT1;AT13;AT130;91101;1107;1;29;2013
AT1;AT13;AT130;91101;1108;1;4;2013
AT1;AT13;AT130;91101;1109;1;29;2013
AT1;AT13;AT130;91101;1110;1;141;2013
AT1;AT13;AT130;91101;1111;1;37;2013
AT1;AT13;AT130;91101;1112;1;3;2013
AT1;AT13;AT130;91101;1113;1;19;2013
AT1;AT13;AT130;91101;1199;1;21;2013
AT1;AT13;AT130;91201;1201;1;26;2013
AT1;AT13;AT130;91201;1202;1;109;2013
AT1;AT13;AT130;91201;1203;1;29;2013
AT1;AT13;AT130;91201;1204;1;55;2013
AT1;AT13;AT130;91201;1205;1;45;2013
AT1;AT13;AT130;91201;1206;1;57;2013
AT1;AT13;AT130;91201;1207;1;33;2013
AT1;AT13;AT130;91201;1208;1;37;2013
AT1;AT13;AT130;91201;1209;1;36;2013
AT1;AT13;AT130;91201;1210;1;50;2013
AT1;AT13;AT130;91201;1211;1;48;2013
AT1;AT13;AT130;91201;1299;1;23;2013
AT1;AT13;AT130;91301;1301;1;4;2013
AT1;AT13;AT130;91301;1302;1;25;2013
AT1;AT13;AT130;91301;1303;1;53;2013
AT1;AT13;AT130;91301;1304;1;56;2013
AT1;AT13;AT130;91301;1305;1;25;2013
AT1;AT13;AT130;91301;1306;1;10;2013
AT1;AT13;AT130;91301;1307;1;15;2013
AT1;AT13;AT130;91301;1308;1;32;2013
AT1;AT13;AT130;91301;1309;1;22;2013
AT1;AT13;AT130;91301;1310;1;1;2013
AT1;AT13;AT130;91301;1311;1;9;2013
AT1;AT13;AT130;91301;1399;1;12;2013
AT1;AT13;AT130;91401;1401;1;35;2013
AT1;AT13;AT130;91401;1402;1;63;2013
AT1;AT13;AT130;91401;1403;1;40;2013
AT1;AT13;AT130;91401;1404;1;110;2013
AT1;AT13;AT130;91401;1405;1;15;2013
AT1;AT13;AT130;91401;1406;1;64;2013
AT1;AT13;AT130;91401;1407;1;18;2013
AT1;AT13;AT130;91401;1408;1;13;2013
AT1;AT13;AT130;91401;1409;1;1;2013
AT1;AT13;AT130;91401;1410;1;50;2013
AT1;AT13;AT130;91401;1411;1;17;2013
AT1;AT13;AT130;91401;1412;1;29;2013
AT1;AT13;AT130;91401;1499;1;19;2013
AT1;AT13;AT130;91501;1501;1;64;2013
AT1;AT13;AT130;91501;1502;1;70;2013
AT1;AT13;AT130;91501;1503;1;82;2013
AT1;AT13;AT130;91501;1504;1;38;2013
AT1;AT13;AT130;91501;1505;1;73;2013
AT1;AT13;AT130;91501;1506;1;93;2013
AT1;AT13;AT130;91501;1507;1;43;2013
AT1;AT13;AT130;91501;1599;1;15;2013
AT1;AT13;AT130;91601;1601;1;96;2013
AT1;AT13;AT130;91601;1602;1;46;2013
AT1;AT13;AT130;91601;1603;1;54;2013
AT1;AT13;AT130;91601;1604;1;43;2013
AT1;AT13;AT130;91601;1605;1;104;2013
AT1;AT13;AT130;91601;1606;1;46;2013
AT1;AT13;AT130;91601;1607;1;70;2013
AT1;AT13;AT130;91601;1608;1;3;2013
AT1;AT13;AT130;91601;1609;1;25;2013
AT1;AT13;AT130;91601;1610;1;91;2013
AT1;AT13;AT130;91601;1699;1;30;2013
AT1;AT13;AT130;91701;1701;1;66;2013
AT1;AT13;AT130;91701;1702;1;84;2013
AT1;AT13;AT130;91701;1703;1;92;2013
AT1;AT13;AT130;91701;1704;1;19;2013
AT1;AT13;AT130;91701;1705;1;33;2013
AT1;AT13;AT130;91701;1706;1;18;2013
AT1;AT13;AT130;91701;1799;1;9;2013
AT1;AT13;AT130;91801;1801;1;18;2013
AT1;AT13;AT130;91801;1802;1;77;2013
AT1;AT13;AT130;91801;1803;1;76;2013
AT1;AT13;AT130;91801;1804;1;35;2013
AT1;AT13;AT130;91801;1805;1;39;2013
AT1;AT13;AT130;91801;1899;1;24;2013
AT1;AT13;AT130;91901;1901;1;28;2013
AT1;AT13;AT130;91901;1902;1;45;2013
AT1;AT13;AT130;91901;1903;1;1;2013
AT1;AT13;AT130;91901;1904;1;65;2013
AT1;AT13;AT130;91901;1905;1;31;2013
AT1;AT13;AT130;91901;1906;1;19;2013
AT1;AT13;AT130;91901;1907;1;19;2013
AT1;AT13;AT130;91901;1908;1;50;2013
AT1;AT13;AT130;91901;1909;1;15;2013
AT1;AT13;AT130;91901;1910;1;38;2013
AT1;AT13;AT130;91901;1999;1;16;2013
AT1;AT13;AT130;92001;2001;1;44;2013
AT1;AT13;AT130;92001;2002;1;120;2013
AT1;AT13;AT130;92001;2003;1;72;2013
AT1;AT13;AT130;92001;2004;1;35;2013
AT1;AT13;AT130;92001;2005;1;80;2013
AT1;AT13;AT130;92001;2006;1;39;2013
AT1;AT13;AT130;92001;2007;1;87;2013
AT1;AT13;AT130;92001;2008;1;33;2013
AT1;AT13;AT130;92001;2099;1;32;2013
AT1;AT13;AT130;92101;2101;1;2;2013
AT1;AT13;AT130;92101;2102;1;25;2013
AT1;AT13;AT130;92101;2103;1;17;2013
AT1;AT13;AT130;92101;2104;1;14;2013
AT1;AT13;AT130;92101;2105;1;90;2013
AT1;AT13;AT130;92101;2106;1;5;2013
AT1;AT13;AT130;92101;2107;1;14;2013
AT1;AT13;AT130;92101;2108;1;9;2013
AT1;AT13;AT130;92101;2109;1;17;2013
AT1;AT13;AT130;92101;2110;1;18;2013
AT1;AT13;AT130;92101;2111;1;18;2013
AT1;AT13;AT130;92101;2112;1;39;2013
AT1;AT13;AT130;92101;2113;1;21;2013
AT1;AT13;AT130;92101;2114;1;24;2013
AT1;AT13;AT130;92101;2115;1;16;2013
AT1;AT13;AT130;92101;2116;1;5;2013
AT1;AT13;AT130;92101;2117;1;41;2013
AT1;AT13;AT130;92101;2118;1;35;2013
AT1;AT13;AT130;92101;2119;1;10;2013
AT1;AT13;AT130;92101;2120;1;15;2013
AT1;AT13;AT130;92101;2121;1;43;2013
AT1;AT13;AT130;92101;2122;1;42;2013
AT1;AT13;AT130;92101;2123;1;55;2013
AT1;AT13;AT130;92101;2124;1;27;2013
AT1;AT13;AT130;92101;2125;1;24;2013
AT1;AT13;AT130;92101;2126;1;34;2013
AT1;AT13;AT130;92101;2127;1;7;2013
AT1;AT13;AT130;92101;2128;1;0;2013
AT1;AT13;AT130;92101;2129;1;0;2013
AT1;AT13;AT130;92101;2199;1;110;2013
AT1;AT13;AT130;92201;2201;1;6;2013
AT1;AT13;AT130;92201;2202;1;21;2013
AT1;AT13;AT130;92201;2203;1;5;2013
AT1;AT13;AT130;92201;2204;1;13;2013
AT1;AT13;AT130;92201;2205;1;19;2013
AT1;AT13;AT130;92201;2206;1;50;2013
AT1;AT13;AT130;92201;2207;1;20;2013
AT1;AT13;AT130;92201;2208;1;73;2013
AT1;AT13;AT130;92201;2209;1;77;2013
AT1;AT13;AT130;92201;2210;1;43;2013
AT1;AT13;AT130;92201;2211;1;39;2013
AT1;AT13;AT130;92201;2212;1;13;2013
AT1;AT13;AT130;92201;2213;1;29;2013
AT1;AT13;AT130;92201;2214;1;19;2013
AT1;AT13;AT130;92201;2215;1;42;2013
AT1;AT13;AT130;92201;2216;1;6;2013
AT1;AT13;AT130;92201;2217;1;12;2013
AT1;AT13;AT130;92201;2218;1;25;2013
AT1;AT13;AT130;92201;2219;1;32;2013
AT1;AT13;AT130;92201;2220;1;18;2013
AT1;AT13;AT130;92201;2221;1;23;2013
AT1;AT13;AT130;92201;2222;1;21;2013
AT1;AT13;AT130;92201;2223;1;25;2013
AT1;AT13;AT130;92201;2224;1;20;2013
AT1;AT13;AT130;92201;2225;1;8;2013
AT1;AT13;AT130;92201;2226;1;10;2013
AT1;AT13;AT130;92201;2227;1;33;2013
AT1;AT13;AT130;92201;2228;1;18;2013
AT1;AT13;AT130;92201;2229;1;13;2013
AT1;AT13;AT130;92201;2231;1;3;2013
AT1;AT13;AT130;92201;2232;1;18;2013
AT1;AT13;AT130;92201;2299;1;88;2013
AT1;AT13;AT130;92301;2301;1;16;2013
AT1;AT13;AT130;92301;2302;1;24;2013
AT1;AT13;AT130;92301;2303;1;5;2013
AT1;AT13;AT130;92301;2304;1;38;2013
AT1;AT13;AT130;92301;2305;1;30;2013
AT1;AT13;AT130;92301;2306;1;5;2013
AT1;AT13;AT130;92301;2307;1;64;2013
AT1;AT13;AT130;92301;2308;1;12;2013
AT1;AT13;AT130;92301;2309;1;19;2013
AT1;AT13;AT130;92301;2310;1;18;2013
AT1;AT13;AT130;92301;2311;1;45;2013
AT1;AT13;AT130;92301;2312;1;15;2013
